engine,name,split,unit,sector,observed,predicted,relative_error_percent,pass_1_percent,pass_0_1_percent,leakage_status
HONEST_BIP39_PRIOR,conventional value of volt-90,train,V,general_dimensional,1.0000001066651072,1.0,1.0666509581381778e-05,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,conventional value of von Klitzing constant,train,ohm,electromagnetic_quantum,25812.807,26674.75425873495,3.339223272908476,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,conventional value of watt-90,train,W,general_dimensional,1.0000001955365543,1.0,1.9553651604708017e-05,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,Copper x unit,train,m,general_dimensional,1.00207697e-13,1.0156802229425738e-13,1.3575057954454117,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,Cu x unit,train,m,general_dimensional,1.00207697e-13,1.0156802229425738e-13,1.3575057954454117,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron g factor,train,,dimensionless_ratio,0.8574382335,0.8568115099074557,0.07309256434555092,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron mag. mom.,train,J T^-1,electromagnetic_quantum,4.330735087e-27,4.3911032508049244e-27,1.3939472766675989,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron mag. mom. to Bohr magneton ratio,train,,dimensionless_ratio,0.0004669754568,0.0004734848484848485,1.3939472813956426,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron mag. mom. to nuclear magneton ratio,train,,dimensionless_ratio,0.8574382335,0.8568115099074557,0.07309256434555092,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron magn. moment,test,J T^-1,electromagnetic_quantum,4.33073482e-27,3.771190459990763e-25,8607.969009265644,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron magn. moment to Bohr magneton ratio,train,,dimensionless_ratio,0.0004669754567,0.0004734848484848485,1.3939473031085567,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron magn. moment to nuclear magneton ratio,train,,dimensionless_ratio,0.8574382329,0.8568115099074557,0.07309249442080634,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron mass,train,kg,nuclear_particle,3.3435837768e-27,3.771190459990763e-25,11178.887300978613,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron mass energy equivalent,train,J,nuclear_particle,3.00506323491e-10,3.000968848933372e-10,0.13624957801431117,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron mass energy equivalent in MeV,train,MeV,nuclear_particle,1875.612945,1875.1226033447065,0.02614300869487788,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron mass in u,train,u,nuclear_particle,2.013553212544,1.9999684563670785,0.6746658639211259,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron molar mass,train,kg mol^-1,thermodynamic_statistical,0.00201355321466,0.00201416015625,0.03014281348917234,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron relative atomic mass,train,,dimensionless_ratio,2.013553212544,1.9999684563670785,0.6746658639211259,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron rms charge radius,train,m,electromagnetic_quantum,2.12778e-15,2.1596186256863362e-15,1.4963307149393357,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron-electron mag. mom. ratio,train,,dimensionless_ratio,-0.000466434555,-0.0004734848484848485,1.5115289828491574,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron-electron magn. moment ratio,train,,dimensionless_ratio,-0.0004664345548,-0.0004734848484848485,1.51152902637575,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron-electron mass ratio,train,,dimensionless_ratio,3670.482967655,3669.5233929790566,0.026143008546810183,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron-neutron mag. mom. ratio,train,,dimensionless_ratio,-0.44820652,-0.4583333333333333,2.2594078580858925,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron-neutron magn. moment ratio,train,,dimensionless_ratio,-0.44820652,-0.4583333333333333,2.2594078580858925,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron-proton mag. mom. ratio,train,,dimensionless_ratio,0.3070122093,0.3183098861837907,3.679878695883085,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron-proton magn. moment ratio,train,,dimensionless_ratio,0.3070122084,0.3183098861837907,3.679878999818532,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,deuteron-proton mass ratio,train,,dimensionless_ratio,1.9990075012699,1.9999684563670785,0.04807161036504701,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electric constant,train,F m^-1,general_dimensional,8.8541878188e-12,8.93798596189465e-12,0.9464238257598462,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron charge to mass quotient,test,C kg^-1,electromagnetic_quantum,-175882000838.0,-174992710547.5665,0.5056175652974307,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron g factor,train,,dimensionless_ratio,-2.00231930436092,-1.9999684563670785,0.11740624927909601,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron gyromag. ratio,train,s^-1 T^-1,electromagnetic_quantum,176085962784.0,174992710547.5665,0.6208627985721757,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron gyromag. ratio in MHz/T,train,MHz T^-1,electromagnetic_quantum,28024.9513861,27508.340329320417,1.8433967990246583,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron gyromag. ratio over 2 pi,train,MHz T^-1,electromagnetic_quantum,28024.95164,27508.340329320417,1.8433976883022445,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron gyromagn. ratio,train,s^-1 T^-1,electromagnetic_quantum,176085962784.0,174992710547.5665,0.6208627985721757,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron gyromagn. ratio over 2 pi,train,MHz T^-1,electromagnetic_quantum,28024.9532,27508.340329320417,1.8434031521579224,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron mag. mom.,test,J T^-1,electromagnetic_quantum,-9.2847646917e-24,-9.2740100657e-24,0.11583089455798559,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron mag. mom. anomaly,train,,dimensionless_ratio,0.00115965218046,0.0011574074074074073,0.19357296010103603,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron mag. mom. to Bohr magneton ratio,train,,dimensionless_ratio,-1.00115965218046,-1.0,0.11583089449663149,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron mag. mom. to nuclear magneton ratio,train,,dimensionless_ratio,-1838.281971877,-1809.5573684677208,1.5625787473697246,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron magn. moment,train,J T^-1,electromagnetic_quantum,-9.28476412e-24,-6.1335069477956684e-24,33.940088638507405,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron magn. moment anomaly,train,,dimensionless_ratio,0.0011596521859,0.0011574074074074073,0.19357342829914836,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron magn. moment to Bohr magneton ratio,train,,dimensionless_ratio,-1.0011596521859,-1.0,0.11583089503938122,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron magn. moment to nuclear magneton ratio,train,,dimensionless_ratio,-1838.28197107,-1809.5573684677208,1.5625787041560129,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron mass,test,kg,lepton_particle,9.1093837139e-31,3.771190459990763e-25,41398863.73270902,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron mass energy equivalent,train,J,lepton_particle,8.187105788e-14,8.317929685514974e-14,1.5979260669469406,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron mass energy equivalent in MeV,train,MeV,lepton_particle,0.51099895069,0.51099895069,0.0,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron mass in u,train,u,lepton_particle,0.0005485799090441,0.0005526213301801921,0.7367060057183468,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron molar mass,train,kg mol^-1,thermodynamic_statistical,5.4857990962e-07,5.479889417706056e-07,0.10772684872906226,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron relative atomic mass,train,,dimensionless_ratio,0.0005485799090441,0.0005526213301801921,0.7367060057183468,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron to alpha particle mass ratio,train,,dimensionless_ratio,0.0001370933554733,0.00013945279889869465,1.7210487096540468,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron to shielded helion mag. mom. ratio,train,,dimensionless_ratio,864.05823986,864.0,0.006740270193985329,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron to shielded helion magn. moment ratio,test,,dimensionless_ratio,864.058255,864.0,0.006742022272564369,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron to shielded proton mag. mom. ratio,test,,dimensionless_ratio,-658.2275856,-651.8986469044033,0.9615122237436445,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron to shielded proton magn. moment ratio,test,,dimensionless_ratio,-658.2275956,-651.8986469044033,0.9615137283673978,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron volt,train,J,quantum_atomic,1.602176634e-19,1.636097905766929e-19,2.117199255505381,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron volt-atomic mass unit relationship,test,u,quantum_atomic,1.07354410083e-09,1.0703415447881593e-09,0.2983162069787942,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron volt-hartree relationship,train,E_h,quantum_atomic,0.036749322175665,0.03681553890925539,0.18018491136753187,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron volt-hertz relationship,test,Hz,quantum_atomic,241798924208491.8,236294844163338.12,2.276304604402532,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron volt-inverse meter relationship,test,m^-1,quantum_atomic,806554.3937349211,811008.0,0.5521768029128838,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron volt-joule relationship,train,J,quantum_atomic,1.602176634e-19,1.636097905766929e-19,2.117199255505381,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron volt-kelvin relationship,test,K,quantum_atomic,11604.518121550082,11616.0,0.09894317307839008,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron volt-kilogram relationship,train,kg,quantum_atomic,1.7826619216278975e-36,3.771190459990763e-25,21154827027040.254,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-deuteron mag. mom. ratio,train,,dimensionless_ratio,-2143.9234921,-2112.0,1.4890219831833056,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-deuteron magn. moment ratio,test,,dimensionless_ratio,-2143.923493,-2112.0,1.489022024537318,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-deuteron mass ratio,train,,dimensionless_ratio,0.0002724437107629,0.0002725149543707262,0.02614984490802449,True,True,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-helion mass ratio,test,,dimensionless_ratio,0.0001819543074649,0.00018310835670139433,0.6342522211060942,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-muon mag. mom. ratio,train,,dimensionless_ratio,206.7669881,207.34511513692635,0.27960316210959063,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-muon magn. moment ratio,test,,dimensionless_ratio,206.7669894,207.34511513692635,0.2796025316245925,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-muon mass ratio,train,,dimensionless_ratio,0.0048363317,0.004822877063390768,0.2781992105552209,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-neutron mag. mom. ratio,train,,dimensionless_ratio,960.92048,967.984732881666,0.7351547842612318,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-neutron magn. moment ratio,train,,dimensionless_ratio,960.9205,967.984732881666,0.7351526876225498,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-neutron mass ratio,train,,dimensionless_ratio,0.00054386734416,0.0005526213301801921,1.6095811072666135,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-proton mag. mom. ratio,train,,dimensionless_ratio,-658.21068789,-651.8986469044033,0.9589696888440016,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-proton magn. moment ratio,train,,dimensionless_ratio,-658.2106862,-651.8986469044033,0.9589694345495297,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-proton mass ratio,test,,dimensionless_ratio,0.0005446170214889,0.0005526213301801921,1.4697132802440727,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-tau mass ratio,train,,dimensionless_ratio,0.000287585,0.00028593161690089366,0.574919797314296,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,electron-triton mass ratio,test,,dimensionless_ratio,0.0001819200062327,0.00018310835670139433,0.653226928309504,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,elementary charge,train,C,electromagnetic_quantum,1.602176634e-19,1.636097905766929e-19,2.117199255505381,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,elementary charge over h,train,A J^-1,electromagnetic_quantum,241798926200000.0,236294844163338.12,2.276305409275997,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,elementary charge over h-bar,train,A J^-1,electromagnetic_quantum,1519267447878626.0,1516844899853344.0,0.15945500765284198,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,Faraday constant,test,C mol^-1,general_dimensional,96485.33212331001,95325.09090909091,1.2025052810475825,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,Faraday constant for conventional electric current,train,C_90 mol^-1,general_dimensional,96485.3251,95325.09090909091,1.202498089431312,False,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,Fermi coupling constant,train,GeV^-2,general_dimensional,1.1663787e-05,1.1571395524887866e-05,0.7921224479848051,True,False,NO_TARGET_VALUE
HONEST_BIP39_PRIOR,fine-structure constant,train,,dimensionless_ratio,0.0072973525643,0.007286223671553381,0.1525058937273146,True,False,NO_TARGET_VALUE
