engine,name,split,unit,model_id,model_name,x_value,observed,predicted,absolute_error,relative_error_percent,complexity,mdl_score,leakage_flag
LEAKY_VALUE_ENGINE,electron gyromag. ratio,train,s^-1 T^-1,0,x,176085962784.0,176085962784.0,176085962784.0,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron gyromag. ratio in MHz/T,train,MHz T^-1,0,x,28024.9513861,28024.9513861,28024.9513861,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron gyromag. ratio over 2 pi,train,MHz T^-1,0,x,28024.95164,28024.95164,28024.95164,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron gyromagn. ratio,train,s^-1 T^-1,0,x,176085962784.0,176085962784.0,176085962784.0,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron gyromagn. ratio over 2 pi,train,MHz T^-1,0,x,28024.9532,28024.9532,28024.9532,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron mag. mom.,test,J T^-1,0,x,-9.2847646917e-24,-9.2847646917e-24,-9.2847646917e-24,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron mag. mom. anomaly,train,,0,x,0.00115965218046,0.00115965218046,0.00115965218046,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron mag. mom. to Bohr magneton ratio,train,,0,x,-1.00115965218046,-1.00115965218046,-1.00115965218046,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron mag. mom. to nuclear magneton ratio,train,,0,x,-1838.281971877,-1838.281971877,-1838.281971877,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron magn. moment,train,J T^-1,0,x,-9.28476412e-24,-9.28476412e-24,-9.28476412e-24,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron magn. moment anomaly,train,,0,x,0.0011596521859,0.0011596521859,0.0011596521859,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron magn. moment to Bohr magneton ratio,train,,0,x,-1.0011596521859,-1.0011596521859,-1.0011596521859,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron magn. moment to nuclear magneton ratio,train,,0,x,-1838.28197107,-1838.28197107,-1838.28197107,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron mass,test,kg,0,x,9.1093837139e-31,9.1093837139e-31,9.1093837139e-31,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron mass energy equivalent,train,J,0,x,8.187105788e-14,8.187105788e-14,8.187105788e-14,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron mass energy equivalent in MeV,train,MeV,0,x,0.51099895069,0.51099895069,0.51099895069,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron mass in u,train,u,0,x,0.0005485799090441,0.0005485799090441,0.0005485799090441,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron molar mass,train,kg mol^-1,0,x,5.4857990962e-07,5.4857990962e-07,5.4857990962e-07,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron relative atomic mass,train,,0,x,0.0005485799090441,0.0005485799090441,0.0005485799090441,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron to alpha particle mass ratio,train,,0,x,0.0001370933554733,0.0001370933554733,0.0001370933554733,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron to shielded helion mag. mom. ratio,train,,0,x,864.05823986,864.05823986,864.05823986,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron to shielded helion magn. moment ratio,test,,0,x,864.058255,864.058255,864.058255,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron to shielded proton mag. mom. ratio,test,,0,x,-658.2275856,-658.2275856,-658.2275856,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron to shielded proton magn. moment ratio,test,,0,x,-658.2275956,-658.2275956,-658.2275956,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron volt,train,J,0,x,1.602176634e-19,1.602176634e-19,1.602176634e-19,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron volt-atomic mass unit relationship,test,u,0,x,1.07354410083e-09,1.07354410083e-09,1.07354410083e-09,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron volt-hartree relationship,train,E_h,0,x,0.036749322175665,0.036749322175665,0.036749322175665,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron volt-hertz relationship,test,Hz,0,x,241798924208491.8,241798924208491.8,241798924208491.8,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron volt-inverse meter relationship,test,m^-1,0,x,806554.3937349211,806554.3937349211,806554.3937349211,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron volt-joule relationship,train,J,0,x,1.602176634e-19,1.602176634e-19,1.602176634e-19,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron volt-kelvin relationship,test,K,0,x,11604.518121550082,11604.518121550082,11604.518121550082,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron volt-kilogram relationship,train,kg,0,x,1.7826619216278975e-36,1.7826619216278975e-36,1.7826619216278975e-36,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-deuteron mag. mom. ratio,train,,0,x,-2143.9234921,-2143.9234921,-2143.9234921,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-deuteron magn. moment ratio,test,,0,x,-2143.923493,-2143.923493,-2143.923493,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-deuteron mass ratio,train,,0,x,0.0002724437107629,0.0002724437107629,0.0002724437107629,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-helion mass ratio,test,,0,x,0.0001819543074649,0.0001819543074649,0.0001819543074649,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-muon mag. mom. ratio,train,,0,x,206.7669881,206.7669881,206.7669881,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-muon magn. moment ratio,test,,0,x,206.7669894,206.7669894,206.7669894,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-muon mass ratio,train,,0,x,0.0048363317,0.0048363317,0.0048363317,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-neutron mag. mom. ratio,train,,0,x,960.92048,960.92048,960.92048,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-neutron magn. moment ratio,train,,0,x,960.9205,960.9205,960.9205,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-neutron mass ratio,train,,0,x,0.00054386734416,0.00054386734416,0.00054386734416,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-proton mag. mom. ratio,train,,0,x,-658.21068789,-658.21068789,-658.21068789,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-proton magn. moment ratio,train,,0,x,-658.2106862,-658.2106862,-658.2106862,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-proton mass ratio,test,,0,x,0.0005446170214889,0.0005446170214889,0.0005446170214889,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-tau mass ratio,train,,0,x,0.000287585,0.000287585,0.000287585,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron-triton mass ratio,test,,0,x,0.0001819200062327,0.0001819200062327,0.0001819200062327,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,elementary charge,train,C,0,x,1.602176634e-19,1.602176634e-19,1.602176634e-19,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,elementary charge over h,train,A J^-1,0,x,241798926200000.0,241798926200000.0,241798926200000.0,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,elementary charge over h-bar,train,A J^-1,0,x,1519267447878626.0,1519267447878626.0,1519267447878626.0,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Faraday constant,test,C mol^-1,0,x,96485.33212331001,96485.33212331001,96485.33212331001,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Faraday constant for conventional electric current,train,C_90 mol^-1,0,x,96485.3251,96485.3251,96485.3251,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Fermi coupling constant,train,GeV^-2,0,x,1.1663787e-05,1.1663787e-05,1.1663787e-05,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,fine-structure constant,train,,0,x,0.0072973525643,0.0072973525643,0.0072973525643,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,first radiation constant,train,W m^2,0,x,3.7417718521927573e-16,3.7417718521927573e-16,3.7417718521927573e-16,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,first radiation constant for spectral radiance,train,W m^2 sr^-1,0,x,1.1910429723971884e-16,1.1910429723971884e-16,1.1910429723971884e-16,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Hartree energy,train,J,0,x,4.359744722206e-18,4.359744722206e-18,4.359744722206e-18,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Hartree energy in eV,test,eV,0,x,27.211386245981,27.211386245981,27.211386245981,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,hartree-atomic mass unit relationship,train,u,0,x,2.92126231797e-08,2.92126231797e-08,2.92126231797e-08,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,hartree-electron volt relationship,train,eV,0,x,27.211386245981,27.211386245981,27.211386245981,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,hartree-hertz relationship,train,Hz,0,x,6579683920499900.0,6579683920499900.0,6579683920499900.0,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,hartree-inverse meter relationship,train,m^-1,0,x,21947463.136314,21947463.136314,21947463.136314,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,hartree-joule relationship,train,J,0,x,4.359744722206e-18,4.359744722206e-18,4.359744722206e-18,0.0,0.0,1.0,1.0,True
